1 Jan 2020;102.98;;;;;
2 Jan 2020;103.079324451187;;;;;
3 Jan 2020;103.148077068729;;;;;
4 Jan 2020;103.268320664143;;;;;
5 Jan 2020;103.419005930263;;;;;
6 Jan 2020;103.496393938841;;;;;
7 Jan 2020;103.519915278933;;;;;
8 Jan 2020;103.659242891547;;;;;
9 Jan 2020;103.478748345313;;;;;
10 Jan 2020;103.659787559625;;;;;
11 Jan 2020;103.7023338439;;;;;
12 Jan 2020;103.861130941989;;;;;
13 Jan 2020;103.974309611716;;;;;
14 Jan 2020;104.02347957019;;;;;
15 Jan 2020;104.04852672443;;;;;
16 Jan 2020;104.217871993907;;;;;
17 Jan 2020;104.206722968597;;;;;
18 Jan 2020;104.158555148457;;;;;
19 Jan 2020;104.049122253079;;;;;
20 Jan 2020;104.190807120182;;;;;
21 Jan 2020;104.133208143462;;;;;
22 Jan 2020;104.165713746779;;;;;
23 Jan 2020;104.112787073839;;;;;
24 Jan 2020;104.105345244549;;;;;
25 Jan 2020;104.15368959652;;;;;
26 Jan 2020;104.109135565801;;;;;
27 Jan 2020;104.256273748892;;;;;
28 Jan 2020;104.089121311738;;;;;
29 Jan 2020;104.270478839111;;;;;
30 Jan 2020;104.402723196106;;;;;
31 Jan 2020;104.237985232817;;;;;
1 Feb 2020;104.251309071177;;;;;
2 Feb 2020;104.444429149879;;;;;
3 Feb 2020;104.513902032277;;;;;
4 Feb 2020;104.609959336501;;;;;
5 Feb 2020;104.640799275137;;;;;
6 Feb 2020;104.699142880767;;;;;
7 Feb 2020;104.782178526934;;;;;
8 Feb 2020;104.650483092114;;;;;
9 Feb 2020;104.525204963067;;;;;
10 Feb 2020;104.456732600627;;;;;
11 Feb 2020;104.401322475887;;;;;
12 Feb 2020;104.292271130136;;;;;
13 Feb 2020;104.130746445423;;;;;
14 Feb 2020;104.132744271427;;;;;
15 Feb 2020;104.103967998073;;;;;
16 Feb 2020;104.045336779717;;;;;
17 Feb 2020;104.074717953014;;;;;
18 Feb 2020;103.971936362026;;;;;
19 Feb 2020;103.987361667541;;;;;
20 Feb 2020;103.886858713703;;;;;
21 Feb 2020;103.865045473883;;;;;
22 Feb 2020;103.847464706103;;;;;
23 Feb 2020;104.013793295215;;;;;
24 Feb 2020;104.046108505905;;;;;
25 Feb 2020;104.024139896799;;;;;
26 Feb 2020;104.135803006198;;;;;
27 Feb 2020;103.962037377182;;;;;
28 Feb 2020;103.857443026502;;;;;
29 Feb 2020;103.790353580205;;;;;
1 Mar 2020;103.77715029775;;;;;
2 Mar 2020;103.776824179085;;;;;
3 Mar 2020;103.836123225567;;;;;
4 Mar 2020;104.011451341448;;;;;
5 Mar 2020;103.898520863387;;;;;
6 Mar 2020;103.990177144925;;;;;
7 Mar 2020;104.01514330119;;;;;
8 Mar 2020;104.18220037003;;;;;
9 Mar 2020;104.010522123806;;;;;
10 Mar 2020;104.143853023534;;;;;
11 Mar 2020;104.34298612745;;;;;
12 Mar 2020;104.272532821487;;;;;
13 Mar 2020;104.449792174924;;;;;
14 Mar 2020;104.615292370085;;;;;
15 Mar 2020;104.720986949025;;;;;
16 Mar 2020;104.775264648377;;;;;
17 Mar 2020;104.625068340988;;;;;
18 Mar 2020;104.743504736885;;;;;
19 Mar 2020;104.58558263801;;;;;
20 Mar 2020;104.744327923336;;;;;
21 Mar 2020;104.902237720029;;;;;
22 Mar 2020;104.970523623538;;;;;
23 Mar 2020;104.892273145341;;;;;
24 Mar 2020;104.910963169054;;;;;
25 Mar 2020;105.026119593884;;;;;
26 Mar 2020;104.919056597621;;;;;
27 Mar 2020;104.735114685347;;;;;
28 Mar 2020;104.726879588876;;;;;
29 Mar 2020;104.87974643249;;;;;
30 Mar 2020;105.073097652398;;;;;
31 Mar 2020;105.067513039297;;;;;
1 Apr 2020;105.137856743903;;;;;
2 Apr 2020;105.201482444153;;;;;
3 Apr 2020;105.323018198735;;;;;
4 Apr 2020;105.257294380224;;;;;
5 Apr 2020;105.085915977529;;;;;
6 Apr 2020;105.23340022974;;;;;
7 Apr 2020;105.096402356041;;;;;
8 Apr 2020;105.005639145563;;;;;
9 Apr 2020;105.031472696796;;;;;
10 Apr 2020;105.045021027165;;;;;
11 Apr 2020;105.089931713041;;;;;
12 Apr 2020;104.967637767097;;;;;
13 Apr 2020;105.101057017092;;;;;
14 Apr 2020;104.940534081725;;;;;
15 Apr 2020;104.773694223021;;;;;
16 Apr 2020;104.717239036449;;;;;
17 Apr 2020;104.675420914923;;;;;
18 Apr 2020;104.809197055638;;;;;
19 Apr 2020;104.671463102102;;;;;
20 Apr 2020;104.538662124785;;;;;
21 Apr 2020;104.426291514289;;;;;
22 Apr 2020;104.535781979664;;;;;
23 Apr 2020;104.498517913215;;;;;
24 Apr 2020;104.63346094609;;;;;
25 Apr 2020;104.439585505865;;;;;
26 Apr 2020;104.436194560839;;;;;
27 Apr 2020;104.613929840243;;;;;
28 Apr 2020;104.55991519042;;;;;
29 Apr 2020;104.67855902308;;;;;
30 Apr 2020;104.53227843827;;;;;
